,author_id,username,display_name,author_desc,author_location,followers,following,tweets count,tweet date,tweet_id,tweet_lang,tweet_reply,text,retweet_count,reply_count,like_count,quote_count,in_reply_to_user_id,referenced_tweets,geo,annotations,urls,mentions,hashtags,clean_mentions,clean_annotations,clean_urls,clean_hashtags
1334,1302408749081137152,LeonTonyRamirez,Leon Tony Ramirez Alias,Noticias de actualidad sobre Arquitectura. #Inspector_Obras #Ivan #Alias #Obra_Macurrito #Kelly #Tony #Ivan_Jimenez #Macurrito #Leon #Ramirez,[],19,190,972,2021-12-03 12:00:06+00:00,1466739013365252096,en,everyone,ALVIN LUCIER (1931-2021): EXPLORATION OF THE HOUSE (2005) https://t.co/VBAbM3SNuk #Inspector_Obras #Ivan #Alias #Obra_Macurrito #Kelly #Tony #Ivan_Jimenez #Macurrito #Leon #Ramirez,0,0,0,0,[],[],[],[],"[{'start': 58, 'end': 81, 'url': 'https://t.co/VBAbM3SNuk', 'expanded_url': 'https://buff.ly/3ofnXpu', 'display_url': 'buff.ly/3ofnXpu'}]",[],"[{'start': 82, 'end': 98, 'tag': 'Inspector_Obras'}, {'start': 99, 'end': 104, 'tag': 'Ivan'}, {'start': 105, 'end': 111, 'tag': 'Alias'}, {'start': 112, 'end': 127, 'tag': 'Obra_Macurrito'}, {'start': 128, 'end': 134, 'tag': 'Kelly'}, {'start': 135, 'end': 140, 'tag': 'Tony'}, {'start': 141, 'end': 154, 'tag': 'Ivan_Jimenez'}, {'start': 155, 'end': 165, 'tag': 'Macurrito'}, {'start': 166, 'end': 171, 'tag': 'Leon'}, {'start': 172, 'end': 180, 'tag': 'Ramirez'}]",[],[],https://buff.ly/3ofnXpu,"Inspector_Obras, Ivan, Alias, Obra_Macurrito, Kelly, Tony, Ivan_Jimenez, Macurrito, Leon, Ramirez"
1343,2437009022,DAAD_Artists,DAAD_Artists,News about the artists awarded with a grant by Berliner Künstlerprogramm des DAAD. Join us at #daadgalerie & elsewhere beyond #Berlin,Berlin,2920,586,4381,2021-12-03 10:18:47+00:00,1466713516266643456,en,everyone,"Alvin Lucier, probing composer of soundscapes, is dead at 90. Lucier was known for his avant-garde works, which involved brain waves, room acoustics, and other unexpected sources for sound. 
#AlvinLucier was a @DAAD_Artists fellow in 1990. 
https://t.co/6aJm00O35E",0,0,0,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9833000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 62, 'end': 67, 'probability': 0.4486, 'type': 'Person', 'normalized_text': 'Lucier'}]","[{'start': 241, 'end': 264, 'url': 'https://t.co/6aJm00O35E', 'expanded_url': 'https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html', 'display_url': 'nytimes.com/2021/12/01/art…'}]","[{'start': 210, 'end': 223, 'username': 'DAAD_Artists', 'id': '2437009022'}]","[{'start': 191, 'end': 203, 'tag': 'AlvinLucier'}]",DAAD_Artists,"Alvin Lucier, Lucier",https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html,AlvinLucier
1355,156816964,artdaily,"ArtDaily, The First Art Newspaper on the Net",Artdaily is an award-winning international news organization that covers art related news and feature stories from every corner of the globe.,[],46343,514,54369,2021-12-03 08:30:05+00:00,1466686163159326720,en,everyone,"Alvin Lucier, probing composer of soundscapes, is dead at 90 #AlvinLucier #composer #soundscapes #art #newspaper

Read more about this here: https://t.co/yA1W9lSWp9

Subscribe for free to ArtDaily Newsletter: https://t.co/KAjH8fOjK2 https://t.co/fPgGNv4tUy",1,0,0,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9796, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 141, 'end': 164, 'url': 'https://t.co/yA1W9lSWp9', 'expanded_url': 'http://ow.ly/l6BH50H23Su', 'display_url': 'ow.ly/l6BH50H23Su'}, {'start': 209, 'end': 232, 'url': 'https://t.co/KAjH8fOjK2', 'expanded_url': 'https://artdaily.cc/index.asp?int_sec=400', 'display_url': 'artdaily.cc/index.asp?int_…'}, {'start': 233, 'end': 256, 'url': 'https://t.co/fPgGNv4tUy', 'expanded_url': 'https://twitter.com/artdaily/status/1466686163159326722/photo/1', 'display_url': 'pic.twitter.com/fPgGNv4tUy'}]",[],"[{'start': 61, 'end': 73, 'tag': 'AlvinLucier'}, {'start': 74, 'end': 83, 'tag': 'composer'}, {'start': 84, 'end': 96, 'tag': 'soundscapes'}, {'start': 97, 'end': 101, 'tag': 'art'}, {'start': 102, 'end': 112, 'tag': 'newspaper'}]",[],Alvin Lucier,"http://ow.ly/l6BH50H23Su, https://artdaily.cc/index.asp?int_sec=400, https://twitter.com/artdaily/status/1466686163159326722/photo/1","AlvinLucier, composer, soundscapes, art, newspaper"
1356,111524516,ignacioalperin,Ignacio Alperin,"Official Account: Artist/Designer/All-round Creative. In parallel universes: University Professor/Lead/Consultant/Speaker. In short, a human Swiss Army Knife.",All over the place...,5270,1353,166934,2021-12-03 08:25:17+00:00,1466684953282977792,en,everyone,"Alvin Lucier, American avant-garde composer, dies aged 90 https://t.co/q1OC5L1z7S #AlperinArt #Alperindigital #contemporaryart #digital #digitalart #digitalartist #artist #artistoninstagram #alperin",0,0,0,0,[],[],[],[],"[{'start': 58, 'end': 81, 'url': 'https://t.co/q1OC5L1z7S', 'expanded_url': 'https://ift.tt/2ZJPNRj', 'display_url': 'ift.tt/2ZJPNRj'}]",[],"[{'start': 82, 'end': 93, 'tag': 'AlperinArt'}, {'start': 94, 'end': 109, 'tag': 'Alperindigital'}, {'start': 110, 'end': 126, 'tag': 'contemporaryart'}, {'start': 127, 'end': 135, 'tag': 'digital'}, {'start': 136, 'end': 147, 'tag': 'digitalart'}, {'start': 148, 'end': 162, 'tag': 'digitalartist'}, {'start': 163, 'end': 170, 'tag': 'artist'}, {'start': 171, 'end': 189, 'tag': 'artistoninstagram'}, {'start': 190, 'end': 198, 'tag': 'alperin'}]",[],[],https://ift.tt/2ZJPNRj,"AlperinArt, Alperindigital, contemporaryart, digital, digitalart, digitalartist, artist, artistoninstagram, alperin"
1366,2306914782,CHculturaCH,Daniel Leutenegger,https://t.co/knxw1QSbOC,"Bulliard 95, CH-1792 Cordast",220,85,12480,2021-12-03 06:51:58+00:00,1466661469232275456,en,everyone,"US-AMERIKANISCHER KOMPONIST ALVIN LUCIER GESTORBEN 
https://t.co/R9nz6xGfh1 
Bild: Detail Cover LP ""Alvin Lucier: Music on a Long Thin Wire"" (Lovely Music 1011/12, 1980), Lizenz: https://t.co/fEhdeUGQqO, Datei: https://t.co/l8Ij52bDMz 
#AlvinLucier #CHcultura @CHculturaCH https://t.co/DtyArQRscJ",0,0,0,0,[],[],[],[],"[{'start': 52, 'end': 75, 'url': 'https://t.co/R9nz6xGfh1', 'expanded_url': 'https://buero-dlb.ch/de/archiv/musik-und-tanz/der-usamerikanische-komponist-und-klangkuenstler-alvin-lucier-ist-gestorben', 'display_url': 'buero-dlb.ch/de/archiv/musi…'}, {'start': 179, 'end': 202, 'url': 'https://t.co/fEhdeUGQqO', 'expanded_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'display_url': 'creativecommons.org/licenses/by-sa…'}, {'start': 211, 'end': 234, 'url': 'https://t.co/l8Ij52bDMz', 'expanded_url': 'https://commons.wikimedia.org/wiki/File:AlvinLucier-MusicOnALongThinWire-CoverDetail-1980.jpg', 'display_url': 'commons.wikimedia.org/wiki/File:Alvi…'}, {'start': 273, 'end': 296, 'url': 'https://t.co/DtyArQRscJ', 'expanded_url': 'https://twitter.com/CHculturaCH/status/1466661469232275457/photo/1', 'display_url': 'pic.twitter.com/DtyArQRscJ'}]","[{'start': 260, 'end': 272, 'username': 'CHculturaCH', 'id': '2306914782'}]","[{'start': 236, 'end': 248, 'tag': 'AlvinLucier'}, {'start': 249, 'end': 259, 'tag': 'CHcultura'}]",CHculturaCH,[],"https://buero-dlb.ch/de/archiv/musik-und-tanz/der-usamerikanische-komponist-und-klangkuenstler-alvin-lucier-ist-gestorben, https://creativecommons.org/licenses/by-sa/3.0/deed.en, https://commons.wikimedia.org/wiki/File:AlvinLucier-MusicOnALongThinWire-CoverDetail-1980.jpg, https://twitter.com/CHculturaCH/status/1466661469232275457/photo/1","AlvinLucier, CHcultura"
1373,1270998235348434944,AlchemyCrewLtd,Alchemy Crew,"Guide disruptive leaders to de-risk corporate venturing, create long-term #sustainable impact through #reinvention #InsurTech #FinTech #HealthTech #Innovation",London,399,590,12509,2021-12-03 03:46:32+00:00,1466614804538347520,en,everyone,"Alvin Lucier, Probing Composer of Soundscapes, Is Dead at 90
https://t.co/0jrXe5sTOv via @nytimes #emergingtech",0,0,0,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9725, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 61, 'end': 84, 'url': 'https://t.co/0jrXe5sTOv', 'expanded_url': 'https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html', 'display_url': 'nytimes.com/2021/12/01/art…'}]","[{'start': 89, 'end': 97, 'username': 'nytimes', 'id': '807095'}]","[{'start': 98, 'end': 111, 'tag': 'emergingtech'}]",nytimes,Alvin Lucier,https://www.nytimes.com/2021/12/01/arts/music/alvin-lucier-dead.html,emergingtech
1374,155587053,enfoqueinforma,Enfoque Informativo Guerrero,"Noticias a nivel estatal 

📺 Televisión Online 
🎙 Radio 3pm 96.9 FM W Radio Acapulco
📰 Diario Enfoque Informativo 
📱 Redes Sociales",Acapulco 🌊🏖️,17749,969,104296,2021-12-03 03:30:00+00:00,1466610643541311488,es,everyone,"#Enfoque #Cultura
Muere a los 90 años Alvin Lucier, pieza clave de la historia del arte sonoro. 

https://t.co/mvAdpJrgO4 https://t.co/76GDWslQIy",0,0,3,0,[],[],[],"[{'start': 38, 'end': 49, 'probability': 0.9686, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 98, 'end': 121, 'url': 'https://t.co/mvAdpJrgO4', 'expanded_url': 'https://www.enfoqueinformativo.mx/muere-a-los-90-anos-alvin-lucier-pieza-clave-de-la-historia-del-arte-sonoro', 'display_url': 'enfoqueinformativo.mx/muere-a-los-90…'}, {'start': 122, 'end': 145, 'url': 'https://t.co/76GDWslQIy', 'expanded_url': 'https://twitter.com/enfoqueinforma/status/1466610643541311488/photo/1', 'display_url': 'pic.twitter.com/76GDWslQIy'}]",[],"[{'start': 0, 'end': 8, 'tag': 'Enfoque'}, {'start': 9, 'end': 17, 'tag': 'Cultura'}]",[],Alvin Lucier,"https://www.enfoqueinformativo.mx/muere-a-los-90-anos-alvin-lucier-pieza-clave-de-la-historia-del-arte-sonoro, https://twitter.com/enfoqueinforma/status/1466610643541311488/photo/1","Enfoque, Cultura"
1381,2433056592,FluorescentGrey,Robert Fartin’,Neocon Documentary: https://t.co/XToh7Dasv8 Music/Noise: Fluorescent Grey https://t.co/fcp2B7b2dV Media Roots Radio: https://t.co/EnWzAzzgB9,"Oakland, CA",16145,1501,78857,2021-12-03 01:59:53+00:00,1466587964289400832,en,everyone,"You know that if you ever came upon a dream fantasy Alvin Lucier original pressings vinyl collection the person who owned that collection would be a totally insufferable pretentious asshole #RIP Alvin Lucier, you were one of the real ones, esp compared to your fans",0,0,3,0,[],[],[],"[{'start': 52, 'end': 63, 'probability': 0.3921, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 195, 'end': 206, 'probability': 0.9528000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]",[],[],"[{'start': 190, 'end': 194, 'tag': 'RIP'}]",[],"Alvin Lucier, Alvin Lucier",[],RIP
1393,231726084,zazoomblog,Zazoom Social News,Zazoom Social News ... Tutte le notizie dalle migliori fonti del web! Segnala il tuo Blog. Zazoom Social News è un un'idea che aiuta a dar voce al tuo sito!,Italy,5832,1545,3956431,2021-12-03 00:57:00+00:00,1466572140229152768,it,everyone,Addio a Alvin Lucier esploratore di suoni nello spazio -  #Addio #Alvin #Lucier #esploratore  https://t.co/owFbdmyXaX,0,0,0,0,[],[],[],[],"[{'start': 94, 'end': 117, 'url': 'https://t.co/owFbdmyXaX', 'expanded_url': 'https://www.zazoom.it/2021-12-03/addio-a-alvin-lucier-esploratore-di-suoni-nello-spazio/9939510/', 'display_url': 'zazoom.it/2021-12-03/add…'}]",[],"[{'start': 58, 'end': 64, 'tag': 'Addio'}, {'start': 65, 'end': 71, 'tag': 'Alvin'}, {'start': 72, 'end': 79, 'tag': 'Lucier'}, {'start': 80, 'end': 92, 'tag': 'esploratore'}]",[],[],https://www.zazoom.it/2021-12-03/addio-a-alvin-lucier-esploratore-di-suoni-nello-spazio/9939510/,"Addio, Alvin, Lucier, esploratore"
1430,177719641,annaxambo,Anna Xambó 🎗,Senior Lecturer at DMU. Experimental electronic music maker. WiNIME officer. Co-Founder of online records label Carpal Tunnel.,[],802,571,1492,2021-12-02 21:23:09+00:00,1466518323554832384,en,everyone,"To Alvin Lucier 
https://t.co/2eGpR8s5W5
This piece gets inspiration from Alvin Lucier’s Sferics (1988). Sferics musically explored electromagnetism from radio waves in the ionosphere.
#ambient #electromagnetism https://t.co/i08BBGOLhy",1,0,3,0,[],[],[],"[{'start': 3, 'end': 14, 'probability': 0.8773000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 74, 'end': 85, 'probability': 0.8424, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 17, 'end': 40, 'url': 'https://t.co/2eGpR8s5W5', 'expanded_url': 'https://soundcloud.com/annaxambo/magnets-ems-2021-rehearsal-to-alvin-lucier', 'display_url': 'soundcloud.com/annaxambo/magn…'}, {'start': 212, 'end': 235, 'url': 'https://t.co/i08BBGOLhy', 'expanded_url': 'https://twitter.com/annaxambo/status/1466518323554832386/photo/1', 'display_url': 'pic.twitter.com/i08BBGOLhy'}]",[],"[{'start': 185, 'end': 193, 'tag': 'ambient'}, {'start': 194, 'end': 211, 'tag': 'electromagnetism'}]",[],"Alvin Lucier, Alvin Lucier","https://soundcloud.com/annaxambo/magnets-ems-2021-rehearsal-to-alvin-lucier, https://twitter.com/annaxambo/status/1466518323554832386/photo/1","ambient, electromagnetism"
1438,134405422,vroniranner,Veronica Ranner,Designer | artist | Asst. prof. @NTUsg | Ph.D. candidate @RCA | prev. @The_SilkLab #biodigital #biomaterials #polyphony | Fdr of @polyfuturs & @DesResMake,[],1074,2510,2274,2021-12-02 21:02:04+00:00,1466513018766958592,en,everyone,"Heartbroken about Alvin Lucier's passing — my mind is reeling about this loss ... I vividly remember his #IamSittingInARoom performance at MIT Seeing/Sounding/Sensing @ArtsatMIT Nov 2014 https://t.co/Ez2Jgl1G6M 
#reverberation #electronicmusic #poetrywithmusic #AlvinLucier",0,0,0,0,[],[],[],"[{'start': 18, 'end': 29, 'probability': 0.9851000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 187, 'end': 210, 'url': 'https://t.co/Ez2Jgl1G6M', 'expanded_url': 'https://tinyurl.com/yckmncre', 'display_url': 'tinyurl.com/yckmncre'}]","[{'start': 167, 'end': 177, 'username': 'ArtsatMIT', 'id': '48722921'}]","[{'start': 105, 'end': 123, 'tag': 'IamSittingInARoom'}, {'start': 212, 'end': 226, 'tag': 'reverberation'}, {'start': 227, 'end': 243, 'tag': 'electronicmusic'}, {'start': 244, 'end': 260, 'tag': 'poetrywithmusic'}, {'start': 261, 'end': 273, 'tag': 'AlvinLucier'}]",ArtsatMIT,Alvin Lucier,https://tinyurl.com/yckmncre,"IamSittingInARoom, reverberation, electronicmusic, poetrywithmusic, AlvinLucier"
1443,44194907,WattisArts,CCA Wattis Institute,Contemporary art exhibition space and research institute. Located at @cacollegeofarts .+* #wattisarts,"San Francisco, California",3420,1583,1823,2021-12-02 20:38:32+00:00,1466507094345932800,en,everyone,"""He transformed the way we experience sound, creating installations and compositions that explore the medium as a spatial and physical presence."" via 
@BlankForms
.
Rest in peace, Alvin Lucier (1931-2021).
#AlvinLucier",0,0,0,0,[],[],[],"[{'start': 180, 'end': 191, 'probability': 0.9582, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]",[],"[{'start': 151, 'end': 162, 'username': 'BlankForms', 'id': '712008406001909761'}]","[{'start': 206, 'end': 218, 'tag': 'AlvinLucier'}]",BlankForms,Alvin Lucier,[],AlvinLucier
1444,829769322214129664,PabloC4st1ll0,Pablo Castillo,Economista | Agricultura #agriculturasostenible #agriculturasustentável,"Beja, Portugal",1157,4999,3412,2021-12-02 20:31:46+00:00,1466505391676792832,es,everyone,I am sitting in a room (Estoy sentado en una habitación): fallece el compositor Alvin #Lucier a los 90 años https://t.co/FGnbzZkhFk vía @jenesaispop,0,0,3,0,[],[],[],"[{'start': 80, 'end': 84, 'probability': 0.6065, 'type': 'Person', 'normalized_text': 'Alvin'}]","[{'start': 108, 'end': 131, 'url': 'https://t.co/FGnbzZkhFk', 'expanded_url': 'https://wp.me/p3qLva-1MbC', 'display_url': 'wp.me/p3qLva-1MbC'}]","[{'start': 136, 'end': 148, 'username': 'jenesaispop', 'id': '19226763'}]","[{'start': 86, 'end': 93, 'tag': 'Lucier'}]",jenesaispop,Alvin,https://wp.me/p3qLva-1MbC,Lucier
1470,2814040284,Blaugast,Refvgee,,[],2521,2531,334062,2021-12-02 18:54:29+00:00,1466480910677725184,en,everyone,"Currently jamming:
#musicvidya 

RIP Alvin Lucier
https://t.co/GyCxsWTSnj https://t.co/ZxDua7fwTN",0,0,0,0,[],[],[],"[{'start': 37, 'end': 48, 'probability': 0.8180000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 50, 'end': 73, 'url': 'https://t.co/GyCxsWTSnj', 'expanded_url': 'https://www.youtube.com/watch?v=fAxHlLK3Oyk', 'display_url': 'youtube.com/watch?v=fAxHlL…'}, {'start': 74, 'end': 97, 'url': 'https://t.co/ZxDua7fwTN', 'expanded_url': 'https://twitter.com/Blaugast/status/1466480910677725191/photo/1', 'display_url': 'pic.twitter.com/ZxDua7fwTN'}]",[],"[{'start': 19, 'end': 30, 'tag': 'musicvidya'}]",[],Alvin Lucier,"https://www.youtube.com/watch?v=fAxHlLK3Oyk, https://twitter.com/Blaugast/status/1466480910677725191/photo/1",musicvidya
1480,806957322018791424,mandersmedia,mandersmedia.co.uk,"Retailers of Vinyl, CDs, Cassettes, DVDs etc. at Amazon, Ebay, Discogs, iHaveit,  MusicStack and CD and LP. A friend of Help Musicians UK.",United Kingdom,78,171,13765,2021-12-02 18:30:33+00:00,1466474884943470592,en,everyone,The Wire: Home Alvin Lucier 14 May 1931–1 December 2021 https://t.co/g5bo6nsld3 #thewire #music https://t.co/7nEUo7XBEM,0,0,1,0,[],[],[],"[{'start': 15, 'end': 26, 'probability': 0.2326, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 56, 'end': 79, 'url': 'https://t.co/g5bo6nsld3', 'expanded_url': 'https://ift.tt/3xNKQ6y', 'display_url': 'ift.tt/3xNKQ6y'}, {'start': 96, 'end': 119, 'url': 'https://t.co/7nEUo7XBEM', 'expanded_url': 'https://twitter.com/mandersmedia/status/1466474884943470597/photo/1', 'display_url': 'pic.twitter.com/7nEUo7XBEM'}]",[],"[{'start': 80, 'end': 88, 'tag': 'thewire'}, {'start': 89, 'end': 95, 'tag': 'music'}]",[],Alvin Lucier,"https://ift.tt/3xNKQ6y, https://twitter.com/mandersmedia/status/1466474884943470597/photo/1","thewire, music"
1482,34285860,bradweis,Brad Weismann,"Writer, editor, dad, husband, brother, uncle, grandpa, friend. Original gangster?","Boulder, Colorado, USA",636,1324,21909,2021-12-02 18:26:16+00:00,1466473808768815104,en,everyone,"#obitpatrol Deaths: Actresses Jonshel Alexander, Jacqueline Danno; composer Alvin Lucier; actor Eddie Mekka; guitarist Martin Wright https://t.co/SqPoXQCoxb https://t.co/LBUr3VQpBV",1,0,2,0,[],[],[],"[{'start': 30, 'end': 46, 'probability': 0.7438, 'type': 'Person', 'normalized_text': 'Jonshel Alexander'}, {'start': 49, 'end': 64, 'probability': 0.9828, 'type': 'Person', 'normalized_text': 'Jacqueline Danno'}, {'start': 76, 'end': 87, 'probability': 0.99, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 96, 'end': 106, 'probability': 0.9311, 'type': 'Person', 'normalized_text': 'Eddie Mekka'}, {'start': 119, 'end': 131, 'probability': 0.9668, 'type': 'Person', 'normalized_text': 'Martin Wright'}]","[{'start': 133, 'end': 156, 'url': 'https://t.co/SqPoXQCoxb', 'expanded_url': 'http://www.obitpatrol.com', 'display_url': 'obitpatrol.com'}, {'start': 157, 'end': 180, 'url': 'https://t.co/LBUr3VQpBV', 'expanded_url': 'https://twitter.com/bradweis/status/1466473808768815107/photo/1', 'display_url': 'pic.twitter.com/LBUr3VQpBV'}]",[],"[{'start': 0, 'end': 11, 'tag': 'obitpatrol'}]",[],"Jonshel Alexander, Jacqueline Danno, Alvin Lucier, Eddie Mekka, Martin Wright","http://www.obitpatrol.com, https://twitter.com/bradweis/status/1466473808768815107/photo/1",obitpatrol
1490,1016030984012288000,BBC3MusicBot,The pretty BBC Radio 3 🎶 #NowPlaying Bot,"Unofficial. 

🔊 Playlists for @BBCRadio3 
and more 📻 stations there 👇",[],235,1,53113,2021-12-02 18:07:15+00:00,1466469023751839744,en,everyone,"🔊 #NowPlaying on #BBCRadio3's #InTune

Alvin Lucier &amp; Trio Nexus:
  🎵 Broken Line

#AlvinLucier #TrioNexus 

https://t.co/oK3PHUjxfo",0,0,0,0,[],[],[],"[{'start': 38, 'end': 64, 'probability': 0.3775, 'type': 'Product', 'normalized_text': 'Alvin Lucier & Trio Nexus'}]","[{'start': 113, 'end': 136, 'url': 'https://t.co/oK3PHUjxfo', 'expanded_url': 'https://open.spotify.com/track/00EnMuAYLjtP0nwXQ3oo8e', 'display_url': 'open.spotify.com/track/00EnMuAY…'}]",[],"[{'start': 2, 'end': 13, 'tag': 'NowPlaying'}, {'start': 17, 'end': 27, 'tag': 'BBCRadio3'}, {'start': 30, 'end': 37, 'tag': 'InTune'}, {'start': 87, 'end': 99, 'tag': 'AlvinLucier'}, {'start': 100, 'end': 110, 'tag': 'TrioNexus'}]",[],Alvin Lucier & Trio Nexus,https://open.spotify.com/track/00EnMuAYLjtP0nwXQ3oo8e,"NowPlaying, BBCRadio3, InTune, AlvinLucier, TrioNexus"
1491,1343566466281574400,bs_on3,Radio3 whats-on bot,"Unofficial. What's playing now on BBC Radio3, with a (google) link.  By @johnb_rox, see also @JBsWhatsOn for 6music and @JBsWhatsOn2 for Radio2",[],26,0,76819,2021-12-02 18:06:39+00:00,1466468872358445056,nl,everyone,Alvin Lucier - Broken Line https://t.co/I7nEFnpkaf #NowPlaying #BBCRadio3,0,0,0,0,[],[],[],[],"[{'start': 27, 'end': 50, 'url': 'https://t.co/I7nEFnpkaf', 'expanded_url': 'https://tinyurl.com/y2fudvkb', 'display_url': 'tinyurl.com/y2fudvkb'}]",[],"[{'start': 51, 'end': 62, 'tag': 'NowPlaying'}, {'start': 63, 'end': 73, 'tag': 'BBCRadio3'}]",[],[],https://tinyurl.com/y2fudvkb,"NowPlaying, BBCRadio3"
1492,1578003594,BBCR3MusicBot,BBC Radio 3 🎵 #NowPlaying Bot,"🎧 Hear every song we play on @bbcsounds

📲 Follow @bbcradio3 for more",[],7151,5,346337,2021-12-02 18:06:23+00:00,1466468806411358208,en,everyone,"Now Playing Alvin Lucier, Trio Nexus - Broken Line #alvinlucier, #trionexus",0,0,0,0,[],[],[],"[{'start': 12, 'end': 23, 'probability': 0.6886, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}, {'start': 26, 'end': 35, 'probability': 0.46140000000000003, 'type': 'Product', 'normalized_text': 'Trio Nexus'}, {'start': 39, 'end': 49, 'probability': 0.7278, 'type': 'Other', 'normalized_text': 'Broken Line'}]",[],[],"[{'start': 51, 'end': 63, 'tag': 'alvinlucier'}, {'start': 65, 'end': 75, 'tag': 'trionexus'}]",[],"Alvin Lucier, Trio Nexus, Broken Line",[],"alvinlucier, trionexus"
1493,16097869,PeterLandau,PeterLandau,"Author of unpublishable #MGLit, #memoir and #novels. Daily #doodler and #sketchbook sharer. #Drummer famous for inventing the kaiser roll.",Upper U.S.,983,356,30280,2021-12-02 18:05:36+00:00,1466468606330474496,en,everyone,"Alvin Lucier, Probing Composer of Soundscapes #obitpix #alvinlucier #experimentalcomposer #soundscapes #wesleyanuniversity #iamsittinginaroom #artofinstagram #penandink #drawing #illustration #portraitdrawing https://t.co/sNybivZwVC",0,0,2,0,[],[],[],"[{'start': 0, 'end': 11, 'probability': 0.9776, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 209, 'end': 232, 'url': 'https://t.co/sNybivZwVC', 'expanded_url': 'https://twitter.com/PeterLandau/status/1466468606330474499/photo/1', 'display_url': 'pic.twitter.com/sNybivZwVC'}]",[],"[{'start': 46, 'end': 54, 'tag': 'obitpix'}, {'start': 55, 'end': 67, 'tag': 'alvinlucier'}, {'start': 68, 'end': 89, 'tag': 'experimentalcomposer'}, {'start': 90, 'end': 102, 'tag': 'soundscapes'}, {'start': 103, 'end': 122, 'tag': 'wesleyanuniversity'}, {'start': 123, 'end': 141, 'tag': 'iamsittinginaroom'}, {'start': 142, 'end': 157, 'tag': 'artofinstagram'}, {'start': 158, 'end': 168, 'tag': 'penandink'}, {'start': 169, 'end': 177, 'tag': 'drawing'}, {'start': 178, 'end': 191, 'tag': 'illustration'}, {'start': 192, 'end': 208, 'tag': 'portraitdrawing'}]",[],Alvin Lucier,https://twitter.com/PeterLandau/status/1466468606330474499/photo/1,"obitpix, alvinlucier, experimentalcomposer, soundscapes, wesleyanuniversity, iamsittinginaroom, artofinstagram, penandink, drawing, illustration, portraitdrawing"
1496,25757823,rockaxisoficial,Rockaxis,"Plataforma de contenidos y medios digitales (web, revista, apps, radio, rrss), salas de ensayo, estudio de grabación, streams y producción de eventos. #Rockaxis",Chile y Latam,96626,79,156550,2021-12-02 18:00:01+00:00,1466467203960610816,es,everyone,"A los 90 años de edad, murió el influyente compositor experimental estadounidense, Alvin Lucier.



Revisa la nota completa.

https://t.co/yDWiSRPsAm


#Rockaxis https://t.co/xe88bjES4a",1,0,5,0,[],[],[],"[{'start': 83, 'end': 94, 'probability': 0.9104000000000001, 'type': 'Person', 'normalized_text': 'Alvin Lucier'}]","[{'start': 126, 'end': 149, 'url': 'https://t.co/yDWiSRPsAm', 'expanded_url': 'https://bit.ly/3dadV2v', 'display_url': 'bit.ly/3dadV2v'}, {'start': 162, 'end': 185, 'url': 'https://t.co/xe88bjES4a', 'expanded_url': 'https://twitter.com/rockaxisoficial/status/1466467203960610817/photo/1', 'display_url': 'pic.twitter.com/xe88bjES4a'}]",[],"[{'start': 152, 'end': 161, 'tag': 'Rockaxis'}]",[],Alvin Lucier,"https://bit.ly/3dadV2v, https://twitter.com/rockaxisoficial/status/1466467203960610817/photo/1",Rockaxis
